UID,Titulo,Descripción,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_justificacion,ds_score_relevancia,ds_calidad_datos,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_reto_sugerido,ds_justificacion_sugerida,latitud,longitud
sxnx-japy,Zonas de Protección para la Producción de Alimentos de la Provincia Sabana Centro del departamento de Cundinamarca,"El mapa contiene la identificación de las Zonas de Protección para la Producción de Alimentos de la Provincia Sabana Centro del departamento de Cundinamarca, conformada por 11 municipios, priorizados por el Ministerio de Agricultura y Desarrollo Rural mediante acto administrativo. Municipios de Cajicá, Chía, Cogua, Cota, Gachancipá, Nemocón, Sopó, Tabio, Tenjo, Tocancipá, Zipaquirá.",397,70,nacional,True,True,"Unidad De Planificación De Tierras Rurales, Adecuación De Tierras Y Usos Agropecuarios - UPRA, Bogotá D.C.",No disponible,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"cundinamarca,ordenamiento productivo,upra,zonas de protección para la producción de alimentos,zppa,provincia sabana centro",2025 Nov 14 05:38:40 PM,https://www.datos.gov.co/resource/sxnx-japy.json,https://www.datos.gov.co/d/sxnx-japy,[Objetivo] Identificación de zonas de protección para producción de alimentos en Sabana Centro | [Insumos] Criterios agroecológicos y de ordenamiento | [Impacto] Seguridad alimentaria y planificación territorial | [Metodo] Razonamiento,5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
t2a9-57wi,VISTA_PLANTAS DE BENEFICIO ANIMAL ESTADO (ABIERTO O CERRADO) DE LAS PLANTAS DE BENEFICIO ANIMAL INSCRITAS ANTE EL INVIMA EN EL DEPARTAMENTO DEL CAQUETÀ.,SE PRESENTA A LA CIUDADANÍA PLANTAS DE BENEFICIO ANIMAL ESTADO (ABIERTO O CERRADO) DE LAS PLANTAS DE BENEFICIO ANIMAL INSCRITAS ANTE EL INVIMA EN EL DEPARTAMENTO DEL CAQUETÀ.,110,80,regional,True,True,Gobernación de Caquetá,Salud y Protección Social,Territorial,Caquetá,Florencia,Salud y Protección Social,No disponible,2026 Feb 10 04:43:48 PM,https://www.datos.gov.co/resource/t2a9-57wi.json,https://www.datos.gov.co/d/t2a9-57wi,[Objetivo] Estado de plantas de beneficio animal | [Insumos] Registro INVIMA de mataderos | [Impacto] Inocuidad alimentaria y control sanitario | [Metodo] Razonamiento,4,3,R04_Agricultura,R01_Salud,False,,,4.61,-74.08
t2ub-gnud,Base de movilización de los productos forestales maderables y no maderables,"La base contiene el total de productos forestales maderables y no maderables movilizados en el periodo de tiempo descrito, según lo reportado por el Instituto Colombia Agropecuario - ICA y elMinisterio  de Ambiente y Desarrollo Sostenible -  MADS.",39538,110,nacional,True,True,"Ministerio De Agricultura Y Desarrollo Rural - MinAgricultura, Bogotá D.C.",No disponible,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,No disponible,2025 Oct 08 02:38:01 PM,https://www.datos.gov.co/resource/t2ub-gnud.json,https://www.datos.gov.co/d/t2ub-gnud,[Objetivo] Seguimiento de producción forestal maderable y no maderable | [Insumos] movilización de productos forestales reportada por ICA y MADS | [Impacto] Gestión sostenible de recursos forestales y cadenas productivas | [Metodo] Razonamiento,5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
t8tk-chaw,Veredas de Santiago de Cali,"Este conjunto de datos contiene diferentes recursos con las veredas de Santiago de Cali.   Para mayor información puede visitar el Geoportal IDESC: https://idesc.cali.gov.co

Si desea consultar otros servicios puede revisar el Catalogo http://ws-idesc.cali.gov.co:8081/geoserver/web/",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"geoservicios,cali,veredas,wms",2025 Jul 22 04:11:29 PM,https://www.datos.gov.co/resource/t8tk-chaw.json,https://www.datos.gov.co/d/t8tk-chaw,[Objetivo] Predicción de rendimiento agrícola y riesgo climático | [Insumos] Datos geográficos de veredas (divisiones rurales) apoyan análisis de uso del suelo | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,3,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
tca8-z6ez,"Adopción de la zonificación de aptitud para la producción tecnificada de cerdos (Sus scropha domesticus) en granjas con fines comerciales en Colombia, para el departamento del Huila","En el marco del Convenio No. 283 de 2017 de la UPRA, el proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. Aplicar la metodología de evaluación de tierras con fines agropecuarios a escala 1:100.000 en el departamento del Huila, significará tener unos mapas de aptitud como herramientas que permitirán identificar posibles núcleos de desarrollo, orientarán políticas del sector agropecuario y de la planificación rural del departamento. Se tendrán como fuentes de información principal: El estudio de suelos y zonificación de tierras Departamento del Huila escala 1:100.000, mapa de coberturas y usos de la tierra actualizadas por la Upra a escala 1:100.000, año 2019 para el Huila, mapa de frontera agrícola oficial, exclusiones legales y condicionantes, información climática del Ideam, y evaluaciones agropecuarias municipales. Cada uno de los mapas de los siete TUT estará zonificado con las siguientes categorías: Aptitud alta (A1), Aptitud media (A2), Aptitud baja (A3), No apto técnico (N1), No apto legal (N2). Cada mapa tendrá las estadísticas por categoría de aptitud total para el departamento y por municipio.

Aptitud: Áreas con potencial para el establecimiento y desarrollo de la producción tecnificada de cerdos (Sus scropha domesticus), en granjas con fines comerciales, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción tecnificada de cerdos (Sus scropha domesticus), en granjas con fines comerciales.",7633,80,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"productividad,planificación,huila,upra,cerdos,aptitud,zonificación,sostenibilidad",2024 Nov 26 04:02:13 PM,https://www.datos.gov.co/resource/tca8-z6ez.json,https://www.datos.gov.co/d/tca8-z6ez,"[Objetivo] Adoptar la zonificación de aptitud para producción tecnificada de cerdos en Huila | [Insumos] planificación, productividad, sostenibilidad | [Impacto] Porcicultura competitiva y territorialmente ordenada | [Metodo] Razonamiento",5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
td6a-5ch7,Áreas con condición de riesgo por movimientos en masa para el suelo rural en centros poblados y nodos de equipamientos. POT Bogotá D.C.,"En el marco del Decreto 555 de 2021 ""Plan de Ordenamiento Territorial de Bogotá D.C"". Condición de Riesgo por movimientos en masa en centros poblados y nodos de equipamientos.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"amenazas,clasificación del suelo,determinantes ambientales,estructura ecológica principal,mitigación,plan de ordenamiento territorial,riesgo",2026 Apr 06 07:19:32 PM,https://www.datos.gov.co/resource/td6a-5ch7.json,https://www.datos.gov.co/d/td6a-5ch7,"[Objetivo] Monitoreo de riesgo de deslizamientos en áreas rurales | [Insumos] áreas con riesgo movimientos en masa, POT | [Impacto] Prevención de desastres y ordenamiento territorial ambiental | [Metodo] Razonamiento",5,3,R06_MedioAmbiente,R04_Agricultura,False,,,4.61,-74.08
tdeh-66i7,Estratificación socioeconómica rural en Cali 2015,"Estratificación socioeconómica rural de los 15 corregimientos de Cali con sus veredas, por viviendas según estrato, año 2015. Fuente: Subdirección de Desarrollo Integral / Departamento Administrativo de Planeación Municipal. 
Los Centros Poblados estratificados, según la metodología tipo III de Planeación Nacional, son los de más de 20 viviendas. Un centro poblado está dentro de una vereda.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"veredas,viviendas,rural,estrato,estratificación socioeconómica,corregimientos,cali",2025 Jul 22 04:11:03 PM,https://www.datos.gov.co/resource/tdeh-66i7.json,https://www.datos.gov.co/d/tdeh-66i7,[Objetivo] Análisis socioeconómico rural | [Insumos] estratificación socioeconómica de viviendas | [Impacto] Focalización de políticas rurales y sociales | [Metodo] Razonamiento,4,4,R05_Economia,R04_Agricultura,False,,,4.61,-74.08
te82-nyhd,Inventario poblacional del ganado porcino,Inventario poblacional del ganado porcino del valle del cauca,430,70,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2021 Sep 22 06:52:36 PM,https://www.datos.gov.co/resource/te82-nyhd.json,https://www.datos.gov.co/d/te82-nyhd,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Inventario poblacional de ganado porcino | [Impacto] Mayor productividad ganadera | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,2.44,-76.61
tfub-fnpp,Huerta de Agricultura Urbana. Bogotá D.C.,"Espacio físico en el que se desarrollan sistemas agrícolas como modelos de producción de plantas alimenticias, medicinales o aromáticas, generalmente con manejo agroecológico; donde se promueve el acceso a la alimentación, el autoconsumo y en ocasiones la generación de excedentes para el intercambio de productos frescos o transformados. Las huertas, se implementan en espacios públicos y en zonas blandas (en superficies permeables, directamente en el suelo) y/o en zonas duras (en superficies construidas o duras como terrazas, balcones, o patios, en las que se utilizan contenedores). Cubrimiento en el área urbana o de expansión urbana de Bogotá D.C.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"ambiente y desarrollo sostenible,urbana,agricultura",2026 Apr 06 07:16:41 PM,https://www.datos.gov.co/resource/tfub-fnpp.json,https://www.datos.gov.co/d/tfub-fnpp,[Objetivo] Fomentar la agricultura urbana y la seguridad alimentaria | [Insumos] Ubicación y características de huertas urbanas en Bogotá | [Impacto] Resiliencia alimentaria y reducción de la huella ecológica en zonas urbanas | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
thca-7z6s,putos,"Relaciona la información de las estaciones hidrometeorologicas de propiedad del IDEAM y de otras entidades: Nombre de la estación, codigo, tipo, categoría, localización y otros.",0,170,nacional,False,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",Ambiente y Desarrollo Sostenible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,"hidrometeorología,catálogo estaciones,ideam",2026 Apr 21 09:00:36 AM,https://www.datos.gov.co/resource/thca-7z6s.json,https://www.datos.gov.co/d/thca-7z6s,[Objetivo] Anticipar rendimientos agricolas y riesgos climaticos | [Insumos] Estaciones hidrometeorologicas (meteorologia historica) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,3,3,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
tig2-svgb,"Cadena Productiva Banano - Area, Producción Y Rendimiento","Cadena Productiva Banano - Area, Producción Y Rendimiento",6260,160,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"cadena productiva banano - area,producción y rendimiento",2019 Feb 23 03:25:18 AM,https://www.datos.gov.co/resource/tig2-svgb.json,https://www.datos.gov.co/d/tig2-svgb,"[Objetivo] Anticipar rendimientos bananeros | [Insumos] Área, producción y rendimiento de banano | [Impacto] Sostenibilidad de la producción bananera | [Metodo] Razonamiento",5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
tirq-bffw,mariapenna,"Relacióna la información de las estaciones hidrometeorologicas de propiedad del IDEAM: Nombre de la estación, codigo, tipo, clase y categoría, localización y otros.",0,110,nacional,True,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",Ambiente y Desarrollo Sostenible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,"hidrometeorología,catálogo estaciones,ideam",2026 Apr 21 09:00:36 AM,https://www.datos.gov.co/resource/tirq-bffw.json,https://www.datos.gov.co/d/tirq-bffw,[Objetivo] Anticipar rendimientos agricolas y riesgos climaticos | [Insumos] Estaciones hidrometeorologicas (meteorologia historica) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,3,3,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
tpye-kf7y,Centro equipamiento servicios rural. POT Bogotá D.C.,"En el marco del Decreto 555 de 2021 ""Plan de Ordenamiento Territorial de Bogotá D.C"". Espacio o edificación en área rural destinada a los servicios de carácter formativo, cultural, de salud, de bienestar social entre otros, con el objeto de prestar apoyo funcional a la administración pública y a los servicios rurales básicos de la ciudad.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"área rural,urbanismo,planeación,plan de ordenamiento territorial,clasificación del suelo,espacio público,equipamientos",2026 Apr 06 07:21:08 PM,https://www.datos.gov.co/resource/tpye-kf7y.json,https://www.datos.gov.co/d/tpye-kf7y,"[Objetivo] Planificar servicios rurales básicos | [Insumos] Centros de equipamiento rural (formativos, culturales, salud) | [Impacto] Desarrollo rural integral y acceso a servicios | [Metodo] Lexico: palabra='rural'",4,3,R04_Agricultura,R09_Educacion,False,,,4.61,-74.08
ttwt-pzeg,Cadena Productiva Algodón - Exportaciones,"Cadena Productiva Algodón - Exportaciones.  Los datos son generados de manera mensual, sin embargo, esta solo es publicada dos meses después de generada.",553478,140,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,cadena productiva algodón - exportaciones cadena productiva algodon,2018 Dec 15 04:07:05 AM,https://www.datos.gov.co/resource/ttwt-pzeg.json,https://www.datos.gov.co/d/ttwt-pzeg,[Objetivo] Monitorear exportaciones agrícolas y orientar mercados | [Insumos] exportaciones de algodón | [Impacto] fortalecimiento de la cadena y balanza comercial | [Metodo] Razonamiento,5,4,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
tukb-gxtd,Visualización sin título - Basado en Producción Frutales Valle del Cauca 2016,"Producción de Frutas en el Departamento, Aguacate, Banano, Bananito, Borojó, Cítricos, Curuba, Chontaduro, Coco, Granadilla, Guanabana, Guayaba, Lulo, Mango, Maracuyá, Melón A, Melón B, Mora, Papaya, Piña, Pitaya, Tomate Arbol, descrita en toneladas",0,0,regional,True,True,Gobernación del Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,No disponible,2024 Jul 09 02:31:44 PM,https://www.datos.gov.co/resource/tukb-gxtd.json,https://www.datos.gov.co/d/tukb-gxtd,[Objetivo] Monitoreo de producción agrícola. | [Insumos] Producción de frutas en el Valle del Cauca. | [Impacto] Mejor planificación productiva. | [Metodo] Razonamiento,5,1,R04_Agricultura,No disponible,False,,,2.44,-76.61
tx4f-vbmu,Solicitudes de Restitución Etapa Administrativa y Judicial,"Muestra las solicitudes de restitución inscritas, microfocalizadas con demandas discriminadas por departamento y municipio presentadas por la Unidad Administrativa de Gestión de Tierras Despojadas y Abandonadas Forzosamente ante los jueces especializados de restitución de tierras de acuerdo con lo dictado por la Ley 1448 de 2011 y los decretos reglamentarios.",1040,130,nacional,True,True,Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas,Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"urt,restitución de tierras",2026 Feb 06 03:46:17 PM,https://www.datos.gov.co/resource/tx4f-vbmu.json,https://www.datos.gov.co/d/tx4f-vbmu,[Objetivo] Anticipar rendimientos agrícolas y uso de tierras restituidas | [Insumos] Solicitudes de restitución por municipio | [Impacto] Políticas de desarrollo rural y reconciliación | [Metodo] Razonamiento,3,2,R04_Agricultura,R02_Seguridad,False,,,4.61,-74.08
tx7u-frn2,"Zonificación de aptitud para el cultivo comercial de aguacate (Persea americana Mill.), variedad Hass en Colombia.","El mapa de zonificación de aptitud para el cultivo comercial de aguacate (Persea americana Mill.), variedad Hass en Colombia, a escala 1:100.000, es un producto resultante de la aplicación de la metodología de zonificación de aptitud para cultivos comerciales, descrita en el documento: ""Zonificación de aptitud para el cultivo comercial de aguacate variedad Hass, en Colombia, a escala 1:100.000"". Diciembre 2019.

Categorías:

Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de aguacate (Persea americana Mill.), variedad Hass con fines comerciales.",96712,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"upra,cultivo,planificación,productividad,zonificación,aguacate,aptitud",2020 Nov 28 10:41:58 PM,https://www.datos.gov.co/resource/tx7u-frn2.json,https://www.datos.gov.co/d/tx7u-frn2,"[Objetivo] Identificar zonas óptimas para el cultivo de aguacate Hass a escala nacional | [Insumos] zonificación, aptitud del suelo, planificación comercial | [Impacto] Fortalecimiento de la cadena de aguacate y seguridad alimentaria | [Metodo] Razonamiento",5,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
tzga-4zse,Zonificación de aptitud para el cultivo comercial de maíz (Zea mays L.) tecnificado de clima cálido en Colombia - Segundo semestre.,"El mapa de aptitud para el cultivo comercial de maíz (Zea mays L.) tecnificado de clima cálido en Colombia, segundo semestre, es el producto resultante de la aplicación de la metodología de zonificación de aptitud para cultivos comerciales, descrita en el documento: ""Zonificación de aptitud para el cultivo comercial de maíz tecnificado de clima cálido en Colombia, a escala 1:100.000”. Diciembre 2019.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo de maíz (Zea mays L.) tecnificado de clima cálido, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
• Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
• Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
• Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
• No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
• Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de maíz (Zea mays L.) tecnificado de clima cálido, con fines comerciales.",150674,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"planificación,zonificación,aptitud,productividad,cultivo,upra,maíz",2020 Oct 24 03:06:29 AM,https://www.datos.gov.co/resource/tzga-4zse.json,https://www.datos.gov.co/d/tzga-4zse,[Objetivo] Planificar cultivos de maíz rentables y sostenibles. | [Insumos] Zonificación de aptitud para maíz. | [Impacto] Mayor productividad y resiliencia rural. | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
u27e-3x6i,"Evaluación de Tierras para el cultivo tradicional de ahuyama (Cucurbita máxima), en el departamento de Atlántico.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:100.000 en el departamento del Atlántico, en el marco del convenio interadministrativo No. 254 de 2016, suscrito entre la Gobernación de Atlántico y la UPRA. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo tradicional de ahuyama (Cucurbita máxima), bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción del cultivo tradicional de ahuyama (Cucurbita máxima) con fines comerciales.",6624,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"zonificación,upra,planificación,productividad,aptitud,sostenibilidad,ahuyama",2021 Sep 24 02:09:29 AM,https://www.datos.gov.co/resource/u27e-3x6i.json,https://www.datos.gov.co/d/u27e-3x6i,[Objetivo] Evaluación de tierras para cultivo tradicional de ahuyama en Atlántico | [Insumos] Zonificación de aptitud biofísica y socioeconómica | [Impacto] Planificación agrícola departamental | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
u2p6-8yb3,"Evaluación de Tierras con fines Agrícolas para el cultivo de Plátano Dominico Hartón (Musa paradisiaca ABB), en el departamento de Cundinamarca.","El mapa es el producto resultante de la validación y aplicación de la metodología de Evaluación de Tierras para el departamento de Cundinamarca a escala general 1:100.000, incluyendo los componentes biofísicos, socioeconómicos y socioecosistémicos, en el marco del contrato Interadministrativo No 268 de 2016,suscrito entre la UPRA y la Gobernación de Cundinamarca. Se realiza la zonificación para la apuesta productiva de plátano Dominico Hartón(Musa paradisiaca ABB).

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de plátano Dominico Hartón(Musa paradisiaca ABB) bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.
Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusiones legales: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de plátano Dominico Hartón(Musa paradisiaca ABB).",2312,70,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"upra,sostenibilidad,cultivo,plátano,zonificación,competitividad,evaluación de tierras,aptitud,productividad",2020 Aug 28 12:26:02 AM,https://www.datos.gov.co/resource/u2p6-8yb3.json,https://www.datos.gov.co/d/u2p6-8yb3,"[Objetivo] Zonificar la aptitud para el cultivo de plátano Dominico Hartón en Cundinamarca | [Insumos] evaluación de tierras, competitividad, productividad | [Impacto] Orientación de políticas departamentales de siembra y mercadeo | [Metodo] Razonamiento",5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
u2vi-y8r8,"VISTA_ DEL LISTADO DE LAS OFICINAS DEL  BANCO AGRARIO, QUE OFRECEN SERVICIO EN EL DEPARTAMENTO DEL CAQUETÁ.","CONTIENE LA ESTADÍSTICA DE LA VISTA_DEL  LISTADO DE LAS OFICINAS DEL  BANCO AGRARIO, QUE OFRECEN SERVICIO EN EL DEPARTAMENTO DEL CAQUETÁ.",140,80,regional,True,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,Agricultura y Desarrollo Rural,No disponible,2026 Jan 23 05:12:44 PM,https://www.datos.gov.co/resource/u2vi-y8r8.json,https://www.datos.gov.co/d/u2vi-y8r8,[Objetivo] Acceso a servicios financieros rurales | [Insumos] oficinas Banco Agrario | [Impacto] Desarrollo agrícola | [Metodo] Razonamiento,4,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
u3zj-ryn8,Censo cacaotero del departamento del Guaviare.,Georreferenciación del Censo Cacaotero del Departamento del Guaviare.,0,0,regional,True,True,Gobernación de Guaviare,No Aplica,Territorial,Guaviare,San José del Guaviare,Agricultura y Desarrollo Rural,"censo cacaotero,cacao,guaviare",2025 Apr 21 10:32:36 PM,No disponible,https://www.datos.gov.co/d/u3zj-ryn8,[Objetivo] Prediccion de rendimiento agricola y riesgo climatico | [Insumos] Censo cacaotero | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,5,1,R04_Agricultura,No disponible,False,,,2.56,-72.64
u4aa-xujw,Zonificación de aptitud para plantaciones forestales con fines comerciales en Colombia.,"El mapa de aptitud para plantaciones forestales con fines comerciales, identifica y delimita las áreas con potencial para plantaciones forestales comerciales, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles. Las categorías de aptitud del mapa de áreas potenciales de plantaciones forestales con fines comerciales en Colombia son: A1 Aptitud Alta; A2 Aptitud Media; A3 Aptitud Baja; N No Apto.",245052,50,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"uso eficiente del suelo rural,aptitud forestal,upra,zonificación forestal.",2021 Apr 23 11:18:34 PM,https://www.datos.gov.co/resource/u4aa-xujw.json,https://www.datos.gov.co/d/u4aa-xujw,[Objetivo] Orientar plantaciones forestales comerciales | [Insumos] Zonas potenciales para reforestación productiva | [Impacto] Desarrollo del sector forestal y mitigación ambiental | [Metodo] Razonamiento,5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
u6ij-j4kp,Ubicación estaciones meteorologicas,"Relaciona la información de las estaciones hidrometeorologicas de propiedad del IDEAM y de otras entidades: Nombre de la estación, codigo, tipo, categoría, localización y otros.",0,0,nacional,False,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",Ambiente y Desarrollo Sostenible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,No disponible,2026 Apr 21 09:00:36 AM,https://www.datos.gov.co/resource/u6ij-j4kp.json,https://www.datos.gov.co/d/u6ij-j4kp,[Objetivo] Anticipar rendimientos agricolas y riesgos climaticos | [Insumos] Estaciones meteorologicas (meteorologia historica) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,3,2,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
