UID,Titulo,Descripción,Etiqueta de las Filas,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_score_relevancia,ds_calidad_datos,ds_justificacion,ds_reto_sugerido,ds_justificacion_sugerida
vcap-4v7q,Cuadro de Alianzas Productivas Atlántico,Se registran las alianzas actuales que tiene la gobernación del atlántico con algunas asociaciones y quien es su acompañante en el proceso de cada Municipio.,,19,7.0,regional,False,True,Gobernación del Atlántico,Agricultura y Desarrollo Social,Territorial,Atlántico,Barranquilla,Agricultura y Desarrollo Rural,"gobernación del atlántico,altantico,desarrollo,alianzas",2019 Jun 12 04:46:15 PM,https://www.datos.gov.co/resource/vcap-4v7q.json,https://www.datos.gov.co/d/vcap-4v7q,R04_Agricultura,,,5,3,"[Objetivo] Identificar alianzas productivas rurales | [Insumos] listado de alianzas, acompañantes | [Impacto] fortalecimiento de cadenas agropecuarias | [Metodo] Razonamiento",,
jkng-b6dh,EVALUACIONES AGROPECUARIAS CULTIVOS ANUALES EN EL DEPARTAMENTO DEL CESAR 2018-2019A,Contiene las evaluaciones agropecuarias de los cultivos con ciclo anuales 2018 y 2019A,,64,7.0,regional,False,True,Gobernación del Cesar,No Aplica,Territorial,Cesar,Valledupar,Agricultura y Desarrollo Rural,"cultivos anuales,cultivos 2018,cultivos cesar",2019 Aug 28 09:53:45 PM,https://www.datos.gov.co/resource/jkng-b6dh.json,https://www.datos.gov.co/d/jkng-b6dh,R04_Agricultura,,,5,4,[Objetivo] Evaluar producción agrícola de cultivos anuales | [Insumos] datos de cultivos anuales 2018-2019 | [Impacto] estimación de rendimientos y seguridad alimentaria | [Metodo] Razonamiento,,
sspu-k5jc,EVALUACIONES AGROPECUARIAS DEL DEPARTAMENTO DEL CESAR 2017,Contiene la evaluación agropecuaria del Departamento del Cesar con corte 2017 por municipio.,,414,7.0,regional,False,True,Gobernación del Cesar,No Aplica,Territorial,Cesar,Valledupar,Agricultura y Desarrollo Rural,"eva,cultivos,evaluaciones agropecuarias,cultivos 2017",2019 Sep 04 03:04:15 PM,https://www.datos.gov.co/resource/sspu-k5jc.json,https://www.datos.gov.co/d/sspu-k5jc,R04_Agricultura,,,5,5,[Objetivo] Evaluar producción agropecuaria 2017 | [Insumos] evaluaciones por municipio | [Impacto] estimación de rendimientos | [Metodo] Razonamiento,,
7p65-p5wu,EVALUACIONES AGROPECUARIAS CULTIVOS PERMANENTES EN EL DEPARTAMENTO DEL CESAR 2018,Datos de las evaluaciones Agropecuarias del Departamento del Cesar de cultivos permanentes 2018,,166,7.0,regional,False,True,Gobernación del Cesar,No Aplica,Territorial,Cesar,Valledupar,Agricultura y Desarrollo Rural,"agricultura,cesar,cultivo,cultivo permanente",2019 Sep 02 04:01:42 PM,https://www.datos.gov.co/resource/7p65-p5wu.json,https://www.datos.gov.co/d/7p65-p5wu,R04_Agricultura,,,5,4,[Objetivo] Evaluar cultivos permanentes | [Insumos] datos de cultivos permanentes 2018 | [Impacto] planificación agrícola | [Metodo] Razonamiento,,
rzxn-ni27,EVALUACIONES AGROPECUARIAS CULTIVOS TRANSITORIOS 2018,"Contiene las evaluaciones agropecuarias de los cultivos transitorios en el Departamento del Cesar.

2018A: Primer semestre del 2018
2018B: Segundo semestre del 2018",,251,7.0,regional,False,True,Gobernación del Cesar,No Aplica,Territorial,Cesar,Valledupar,Agricultura y Desarrollo Rural,"cultivo,cultivos transitorio,cesar,departamento del cesar",2019 Sep 02 04:08:26 PM,https://www.datos.gov.co/resource/rzxn-ni27.json,https://www.datos.gov.co/d/rzxn-ni27,R04_Agricultura,,,5,4,[Objetivo] Evaluar cultivos transitorios | [Insumos] datos de cultivos transitorios 2018 | [Impacto] seguridad alimentaria | [Metodo] Razonamiento,,
845q-h6eu,Vista Asociaciones campesinas Santander,"ASOCIACIONES CAMPESINAS DE SANTANDER, QUE OFRECEN SUS PRODUCTOS AGRARIOS PARA LA COMERCIALIZACIÓN",,,8.0,regional,False,True,Gobernación del Santander,Agricultura y Desarrollo Rural,Territorial,Santander,Bucaramanga,Agricultura y Desarrollo Rural,asociaciones campesinas,2025 Jun 12 12:43:23 PM,https://www.datos.gov.co/resource/845q-h6eu.json,https://www.datos.gov.co/d/845q-h6eu,R04_Agricultura,,,5,1,[Objetivo] Fortalecer la comercialización agrícola. | [Insumos] Asociaciones campesinas de Santander. | [Impacto] Mejores ingresos y productividad rural. | [Metodo] Razonamiento,,
374r-bmfy,vista asosiaciones campesinas de santader,"ASOCIACIONES CAMPESINAS DE SANTANDER, QUE OFRECEN SUS PRODUCTOS AGRARIOS PARA LA COMERCIALIZACIÓN",,,,regional,False,True,Gobernación del Santander,Agricultura y Desarrollo Rural,Territorial,Santander,Bucaramanga,Agricultura y Desarrollo Rural,,2025 Jun 12 12:43:23 PM,https://www.datos.gov.co/resource/374r-bmfy.json,https://www.datos.gov.co/d/374r-bmfy,R04_Agricultura,,,5,1,[Objetivo] Fortalecer la comercialización agrícola. | [Insumos] Asociaciones campesinas de Santander. | [Impacto] Mejores ingresos y productividad rural. | [Metodo] Razonamiento,,
kd9z-5xng,CultivosPiscicolasValle,conjunto de datos con el numero de animales sembrados en cada municipio del Departametno del Valle del Cauca,,,5.0,regional,False,True,Gobernación del Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"agricultura,campo,pisicola,productividad,valle",2020 Nov 20 05:06:12 PM,https://www.datos.gov.co/resource/kd9z-5xng.json,https://www.datos.gov.co/d/kd9z-5xng,R04_Agricultura,,,5,1,[Objetivo] Prediccion de rendimiento agricola y riesgo climatico | [Insumos] cultivos piscicolas por municipio | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
rurw-mj7i,Participación avicola,"información relacionada con avicola en el Departamento del Valle 
Fuente: FENAVI - Urpa - Umatas Municipales
Nota: El total de las aves de engorde en 6 ciclos en el año",,,,regional,False,True,Gobernación del Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,,2021 Sep 21 03:28:38 PM,https://www.datos.gov.co/resource/rurw-mj7i.json,https://www.datos.gov.co/d/rurw-mj7i,R04_Agricultura,,,5,1,[Objetivo] Prediccion de rendimiento agricola y riesgo climatico | [Insumos] participacion avicola por municipio | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
5p39-zyzy,Piña en el valle,PRODUCCIÓN EN TONELADAS DE CULTIVOS FRUTALES EN EL VALLE DEL CAUCA AÑO 2017,,,,regional,False,True,Gobernación del Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,,2020 Nov 19 01:40:00 PM,https://www.datos.gov.co/resource/5p39-zyzy.json,https://www.datos.gov.co/d/5p39-zyzy,R04_Agricultura,,,5,1,[Objetivo] Prediccion de rendimiento agricola y riesgo climatico | [Insumos] produccion en toneladas de cultivos frutales | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
rz28-duiu,Distritos de Riego,Distritos de Riego en Risaralda,,3,5.0,regional,False,True,Gobernación de Risaralda,Agricultura y Desarrollo Social,Territorial,Risaralda,Pereira,Agricultura y Desarrollo Rural,"estadisticas,distrito de riego,agricola,departamento de risaralda",2019 Aug 08 05:03:38 PM,https://www.datos.gov.co/resource/rz28-duiu.json,https://www.datos.gov.co/d/rz28-duiu,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola y riesgo climático | [Insumos] distritos de riego (infraestructura agrícola) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
86fa-rnha,Plantas de sacrificio de bovinos y porcinos,Plantas de sacrificio de bovinos y porcinos en Risaralda,,15,7.0,regional,False,True,Gobernación de Risaralda,Agricultura y Desarrollo Social,Territorial,Risaralda,Pereira,Agricultura y Desarrollo Rural,"pecuario,porcinos,bovinos,departamento de risaralda,estadisticas,plantas de sacrificio",2019 Aug 08 05:12:46 PM,https://www.datos.gov.co/resource/86fa-rnha.json,https://www.datos.gov.co/d/86fa-rnha,R04_Agricultura,,,5,3,[Objetivo] Registro de infraestructura de sacrificio animal para la cadena cárnica. | [Insumos] Plantas de sacrificio de bovinos y porcinos. | [Impacto] Apoyo a la planificación y control sanitario pecuario. | [Metodo] Razonamiento,,
aqfp-ckkp,Plantas y centros de acopio de leche,plantas y centros de acopio de leche en Risaralda,,15,5.0,regional,False,True,Gobernación de Risaralda,Agricultura y Desarrollo Social,Territorial,Risaralda,Pereira,Agricultura y Desarrollo Rural,"leche,centro de acopio,estadisticas,pecuario,bovinos,departamento de risaralda,pasteurizadora",2019 Aug 08 05:16:53 PM,https://www.datos.gov.co/resource/aqfp-ckkp.json,https://www.datos.gov.co/d/aqfp-ckkp,R04_Agricultura,,,5,3,[Objetivo] Caracterización de centros de acopio de leche para la cadena láctea. | [Insumos] Plantas y centros de acopio en Risaralda. | [Impacto] Apoyo a la productividad y calidad del sector lechero. | [Metodo] Razonamiento,,
cb3g-6x28,Estadísticas sector agropecuario cultivos anuales y permanentes,"Datos estadísticos del sector agropecuario cultivos anuales y permanentes, durante los años 2011 al 2015",Fila,135,13.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,"estadísticas,sector,agropecuario,cultivos,anuales,permanentes",2016 Dec 16 03:18:00 PM,https://www.datos.gov.co/resource/cb3g-6x28.json,https://www.datos.gov.co/d/cb3g-6x28,R04_Agricultura,,,5,4,[Objetivo] Analizar estadísticas históricas de cultivos para planeación agrícola | [Insumos] datos de cultivos anuales y permanentes 2011-2015 | [Impacto] Mejora de políticas agropecuarias | [Metodo] Razonamiento,,
6zfn-pwqg,Estudio de producción de Leche,Estudio de la producción de leche en los diferentes municipios del departamento de Sucre,"Leche, ganado, producción",78,9.0,regional,False,True,Gobernación de Sucre,Estadísticas,Territorial,Sucre,Sincelejo,Estadísticas Nacionales,"ganado bovino,leche,producción",2019 Nov 15 08:05:14 PM,https://www.datos.gov.co/resource/6zfn-pwqg.json,https://www.datos.gov.co/d/6zfn-pwqg,R04_Agricultura,,,5,4,[Objetivo] Evaluar producción lechera para fortalecer cadena láctea | [Insumos] estudio de producción de leche por municipio | [Impacto] Mejora de productividad ganadera | [Metodo] Razonamiento,,
rmxe-5kdg,Principales Asociaciones Apícolas Establecidas En El Departamento De Sucre 2018 - 2019,Caracterización  por kilogramos y toneladas anuales de las  principales Asociaciones Apícolas Establecidas En El Departamento De Sucre 2018 - 2019,"ORGANIZACIÓN, MUNICIPIO	No COLMENAS INSTALADAS	Producción  por colmena Kg	Producción  anual Ton",26,5.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,"apicola,miel,cultivos semestrales departamento sucre",2020 Dec 03 03:19:19 PM,https://www.datos.gov.co/resource/rmxe-5kdg.json,https://www.datos.gov.co/d/rmxe-5kdg,R04_Agricultura,,,5,3,[Objetivo] Caracterizar asociaciones apícolas para promoción de miel | [Insumos] producción de miel por asociación | [Impacto] Impulso de economía rural | [Metodo] Razonamiento,,
49dd-8arm,Matriz cuantitativa Cultivos semestrales Departamento de Sucre 2016,Matriz cuantitativa de los cultivos realizados en el departamento de sucre durante los semestres A y B. del año 2016.,,150,9.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,cultivos semestrales departamento sucre,2017 Sep 06 08:51:40 PM,https://www.datos.gov.co/resource/49dd-8arm.json,https://www.datos.gov.co/d/49dd-8arm,R04_Agricultura,,,5,3,"[Objetivo] Predicción de rendimiento agrícola | [Insumos] Datos de cultivos semestrales (área, producción, rendimiento) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento",,
f62k-haab,Estadisticas,Datos estadisticos referentes al area de la apicultura en el departamento de sucre en los años 2011-2015.,Fila,5,7.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Rural,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,estadisticas sector agropecuario apicultura,2016 Dec 05 10:33:21 PM,https://www.datos.gov.co/resource/f62k-haab.json,https://www.datos.gov.co/d/f62k-haab,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Estadísticas de apicultura | [Impacto] Mayor productividad apícola | [Metodo] Razonamiento,,
7jpn-2nia,Produccion de leche en el departamento de sucre 2016,Produccion de leche en el departamento de  sucre durante el año 2016.,,26,18.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,"leche,sucre,produccion",2017 Sep 08 09:40:11 PM,https://www.datos.gov.co/resource/7jpn-2nia.json,https://www.datos.gov.co/d/7jpn-2nia,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Producción de leche | [Impacto] Mayor productividad ganadera | [Metodo] Razonamiento,,
2a2n-uphe,Estado de Producción de Leche en Sucre,Estadísticas descriptivas de producción de leche en el departamento de Sucre 2016 - 2018,"Año, vacas, producción",78,6.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,"vacas,producción. ganaderia",2019 Oct 09 08:43:53 PM,https://www.datos.gov.co/resource/2a2n-uphe.json,https://www.datos.gov.co/d/2a2n-uphe,R04_Agricultura,,,5,3,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Estadísticas de producción lechera | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
996q-682z,Estado de ganado porcino Sucre 2016-2018,Estado actual del ganado porcino en el departamento de Sucre 2019,"Ganado, porcino",78,9.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Estadísticas Nacionales,"ganado,porcino",2019 Nov 27 08:26:11 PM,https://www.datos.gov.co/resource/996q-682z.json,https://www.datos.gov.co/d/996q-682z,R04_Agricultura,,,5,3,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Estado del ganado porcino | [Impacto] Mayor productividad ganadera | [Metodo] Razonamiento,,
kfui-wbns,Ganado estatisticas,Estadistica descriptiva de la produccion del ganado bobino en el departamento de sucre.,,5,24.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Rural,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,"estadisticas,sector,agropecuario,ganado,bovino.",2016 Nov 22 10:30:50 PM,https://www.datos.gov.co/resource/kfui-wbns.json,https://www.datos.gov.co/d/kfui-wbns,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Estadísticas de ganado bovino | [Impacto] Mayor productividad ganadera | [Metodo] Razonamiento,,
2z8h-p9ff,Inventario avicola en el departamento de Sucre 2016,Inventarioo de especies avicolas en el departamento de sucre durante el año  2016.,,26,11.0,regional,False,True,Gobernación de Sucre,Agricultura y Desarrollo Social,Territorial,Sucre,Sincelejo,Agricultura y Desarrollo Rural,"avicola,sucre,inventario.",2017 Sep 12 02:25:11 PM,https://www.datos.gov.co/resource/2z8h-p9ff.json,https://www.datos.gov.co/d/2z8h-p9ff,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Inventario avícola | [Impacto] Mayor productividad avícola | [Metodo] Razonamiento,,
j4i5-8vau,SUPERFICIE SEMBRADA CON  FRUTALES EN HECTÁREAS EN EL VALLE DEL CAUCA,SUPERFICIE SEMBRADA CON  FRUTALES EN HECTÁREAS EN EL VALLE DEL CAUCA,,42,21.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"superficie,sembrada,frutales,hectáreas,valle,cauca",2020 Nov 17 03:48:50 PM,https://www.datos.gov.co/resource/j4i5-8vau.json,https://www.datos.gov.co/d/j4i5-8vau,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Superficie sembrada con frutales | [Impacto] Mayor productividad frutícola | [Metodo] Razonamiento,,
cz9d-cu5k,Superficie Producción de Otros Cultivos Permanentes,Superficie Producción de Otros Cultivos Permanentes en el Valle del Cauca,,43,7.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2021 Sep 23 02:49:16 PM,https://www.datos.gov.co/resource/cz9d-cu5k.json,https://www.datos.gov.co/d/cz9d-cu5k,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Superficie y producción de cultivos permanentes | [Impacto] Mayor productividad agrícola | [Metodo] Razonamiento,,
axxz-dyjp,Sacrificio Formal de Ganado Porcino,Sacrificio Formal de Ganado Porcino en el Valle del Cauca,,43,11.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2021 Sep 22 07:20:00 PM,https://www.datos.gov.co/resource/axxz-dyjp.json,https://www.datos.gov.co/d/axxz-dyjp,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Sacrificio formal de ganado porcino | [Impacto] Mayor productividad ganadera | [Metodo] Razonamiento,,
ub3b-jtuw,SUPERFICIE PRODUCCION EN HECTÁREAS CON OTROS CULTIVOS TRANSITORIOS,SUPERFICIE PRODUCCION EN HECTÁREAS CON OTROS CULTIVOS TRANSITORIOS,,43,26.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2021 Sep 22 05:43:41 PM,https://www.datos.gov.co/resource/ub3b-jtuw.json,https://www.datos.gov.co/d/ub3b-jtuw,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Superficie de cultivos transitorios | [Impacto] Mayor productividad agrícola | [Metodo] Razonamiento,,
camf-3q78,Producción Piscícola del valle del cauca,Producción Piscícola en el valle del cauca,,44,22.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2022 Jan 17 03:43:26 PM,https://www.datos.gov.co/resource/camf-3q78.json,https://www.datos.gov.co/d/camf-3q78,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Producción piscícola | [Impacto] Mayor productividad acuícola | [Metodo] Razonamiento,,
te82-nyhd,Inventario poblacional del ganado porcino,Inventario poblacional del ganado porcino del valle del cauca,,43,7.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2021 Sep 22 06:52:36 PM,https://www.datos.gov.co/resource/te82-nyhd.json,https://www.datos.gov.co/d/te82-nyhd,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Inventario poblacional de ganado porcino | [Impacto] Mayor productividad ganadera | [Metodo] Razonamiento,,
e4yd-mnya,Producción Apícola,Producción Apícola del departamento del Valle del Cauca,,43,4.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2022 Jan 17 03:49:45 PM,https://www.datos.gov.co/resource/e4yd-mnya.json,https://www.datos.gov.co/d/e4yd-mnya,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Producción apícola | [Impacto] Mayor productividad apícola | [Metodo] Razonamiento,,
e7uz-8tjc,Cultivos Permanentes Valle Del Cauca,cultivos permanentes en el valle del cauca,,42,17.0,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"durazno,fresa,macadamia,gulupa,higuerilla,orellana,sabila.stevia",2020 Nov 20 05:01:43 PM,https://www.datos.gov.co/resource/e7uz-8tjc.json,https://www.datos.gov.co/d/e7uz-8tjc,R04_Agricultura,,,5,2,[Objetivo] Anticipar rendimientos agrícolas | [Insumos] cultivos permanentes | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,,
rthi-vzmk,Actividad Piscícola en el Valle del Cauca,conjunto de datos con el numero de animales sembrados en cada municipio del Departametno del Valle del Cauca,,42,7.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"agricultura,campo,pisicola,productividad,valle",2020 Nov 20 05:06:12 PM,https://www.datos.gov.co/resource/rthi-vzmk.json,https://www.datos.gov.co/d/rthi-vzmk,R04_Agricultura,,,5,3,[Objetivo] Anticipar rendimientos agrícolas | [Insumos] actividad piscícola (producción acuícola) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
5xwu-5pdw,RENDIMIENTO EN TONELADAS POR HECTÁREAS DE HORTALIZAS CULTIVADAS EN EL VALLE DEL CAUCA,Describe el Rendimiento en toneladas por hectáreas de hortalizas cultivadas en el Valle del Cauca. La información de los cultivos transitorios se describen por semestres del año: primer semestre como A y segundo semestre como B,,3.024,4.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"rendimiento,toneladas,hectáreas,hortalizas,cultivadas,valle,cauca",2022 Jun 10 04:51:31 PM,https://www.datos.gov.co/resource/5xwu-5pdw.json,https://www.datos.gov.co/d/5xwu-5pdw,R04_Agricultura,,,5,3,[Objetivo] Anticipar rendimientos agrícolas | [Insumos] rendimiento de hortalizas | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,,
4gq2-hs9z,Superficie Sembrada Por Cultivos Permanentes En El Valle Del Cauca,superficie Sembrada Por Cultivos Permanentes En El Valle Del Cauca,,42,17.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"superficie,sembrada,valle,permanentes,cultivos,durazno,stevia,te,sabila,zapote,macadamia",2020 Nov 22 09:26:38 PM,https://www.datos.gov.co/resource/4gq2-hs9z.json,https://www.datos.gov.co/d/4gq2-hs9z,R04_Agricultura,,,5,2,[Objetivo] Anticipar rendimientos agrícolas | [Insumos] superficie sembrada de permanentes | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,,
6zrp-t2rx,Rendimiento Por Hectareas Cosechadas Con Hortalizas En El Valle Del Cauca,Rendimiento Por Hectáreas Cosechadas Con Hortalizas En El Valle Del Cauca Año 2016,,85,22.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"rendimiento,hectáreas,cosechadas,hortalizas,valledelcauca,2016",2021 Mar 05 03:49:44 PM,https://www.datos.gov.co/resource/6zrp-t2rx.json,https://www.datos.gov.co/d/6zrp-t2rx,R04_Agricultura,,,5,3,[Objetivo] Anticipar rendimientos agrícolas | [Insumos] rendimiento de hortalizas | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,,
da6m-cgvy,Inventario Piscícola del Valle del Cauca,,,43,13.0,regional,False,False,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2022 Jan 17 03:46:21 PM,https://www.datos.gov.co/resource/da6m-cgvy.json,https://www.datos.gov.co/d/da6m-cgvy,R04_Agricultura,,,5,2,[Objetivo] Anticipar rendimientos agrícolas | [Insumos] inventario piscícola | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,,
yirc-cqn9,Infraestructura Piscicola Valle del Cauca,"Información sobre numero de estanques para producción pisicola, estado y area promedio en metros cuadrados",,42,6.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"estanques,peces,producción,pisicola,area de siembra",2020 Nov 20 05:35:03 PM,https://www.datos.gov.co/resource/yirc-cqn9.json,https://www.datos.gov.co/d/yirc-cqn9,R04_Agricultura,,,5,3,[Objetivo] Anticipar rendimientos agrícolas | [Insumos] infraestructura piscícola | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,,
pq5m-6euq,SUPERFICIE COSECHADA EN HECTÁREAS CON OTROS CULTIVOS TRANSITORIOS EN EL VALLE DEL CAUCA,SUPERFICIE COSECHADA EN HECTÁREAS CON OTROS CULTIVOS TRANSITORIOS EN EL VALLE DEL CAUCA,,85,25.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"superficie,cosechada,hectáreas,otros,cultivos,transitorios,valle,cauca",2021 Sep 22 05:16:14 PM,https://www.datos.gov.co/resource/pq5m-6euq.json,https://www.datos.gov.co/d/pq5m-6euq,R04_Agricultura,,,5,3,[Objetivo] Anticipar rendimientos agrícolas | [Insumos] Superficie cosechada de cultivos transitorios | [Impacto] Mayor productividad agrícola | [Metodo] Razonamiento,,
sivc-uecm,RENDIMIENTO EN TONELADAS POR HECTÁREAS EN CULTIVOS FRUTALES DEL VALLE DEL CAUCA AÑO 2017,RENDIMIENTO EN TONELADAS POR HECTÁREAS EN CULTIVOS FRUTALES DEL VALLE DEL CAUCA AÑO 2017,,42,21.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"rendimiento,toneladas,hectáreas,cultivos,frutales,valle,cauca",2018 Jan 26 08:50:44 PM,https://www.datos.gov.co/resource/sivc-uecm.json,https://www.datos.gov.co/d/sivc-uecm,R04_Agricultura,,,5,2,[Objetivo] Anticipar rendimientos de cultivos frutales | [Insumos] rendimiento en toneladas por hectárea | [Impacto] Productividad y resiliencia económica rural | [Metodo] Razonamiento,,
d26g-85ck,Superficie Cocechada Con Cultivos Permanentes En El Valle Del Cauca Año 2016,superficie cosechada con cultivos permanentes en el valle del cauca año 2016,,42,16.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"cultivos,permanentes,valle,cauca,brevo,durazno,fresa,stevia,te,zapote,sabila,orellana,higuerilla,macadamia",2018 Jan 22 06:38:47 PM,https://www.datos.gov.co/resource/d26g-85ck.json,https://www.datos.gov.co/d/d26g-85ck,R04_Agricultura,,,5,2,[Objetivo] Anticipar producción de cultivos permanentes | [Insumos] superficie cosechada de cultivos permanentes | [Impacto] Planificación agrícola y seguridad alimentaria | [Metodo] Razonamiento,,
x64b-4zya,PRODUCCION EN TONELADAS DE CULTIVOS FRUTALES EN EL VALLE DEL CAUCA,PRODUCCIÓN EN TONELADAS DE CULTIVOS FRUTALES EN EL VALLE DEL CAUCA,,42,22.0,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"producción,toneladas,cultivos,frutales,valledelcauca,2017",2020 Nov 19 01:40:00 PM,https://www.datos.gov.co/resource/x64b-4zya.json,https://www.datos.gov.co/d/x64b-4zya,R04_Agricultura,,,5,2,[Objetivo] Anticipar producción frutícola | [Insumos] producción en toneladas de frutales | [Impacto] Mejora de competitividad agrícola | [Metodo] Razonamiento,,
